Power,Voltage
70.61810178271044,222.2505973336701
79.26071459614874,226.30784254418248
75.97990912717108,222.54938791823963
73.97987726295555,219.28199374901106
67.34027960663654,220.46352723072224
67.33991780504304,233.04881441721085
65.87125418252299,223.6343475810143
77.99264218662402,229.4779848587788
74.01672517614813,234.6264390216297
75.62108866694068,241.54460865928652
65.30876741443704,217.45454917412067
79.54864778242991,245.57818475963458
77.48663961200633,239.2323144111636
68.18508666017414,219.02508418210826
67.72737450810651,248.32240909195076
67.7510676478015,250.07227881967708
69.56363364439306,218.25988451462996
72.87134647448357,226.24447298144653
71.47917527963173,245.82944735234327
69.36843710297063,243.68560854419536
74.1777934208357,222.82727771618596
67.09240790978063,223.7459249634583
69.38216972802827,229.70746780328113
70.49542764940537,233.9273504520678
71.84104976325554,238.87542654662096
76.7776394208952,229.64980466408159
67.99510673237539,233.11378449692648
72.71351657620417,243.65642471094898
73.88621853293064,217.35727850695213
65.69675619079996,225.34016694072878
74.11317277852157,242.39393467772845
67.55786185530937,249.12265299442637
65.9757738947792,234.93206535827966
79.2332830588,235.68819895481667
79.4844804961184,219.96536441957173
77.12596022174692,232.55425757246783
69.56920653760056,235.70683885883585
66.46508171009576,224.971408634485
75.26349539768235,225.9619995451271
71.60228740609402,229.95951403487103
66.83057352267168,216.74263431777587
72.42765365166905,227.9169291265776
65.51582781672828,223.82357625887215
78.63980603118173,228.11740203058284
68.88169972400026,220.43119887731228
74.93783426530973,248.9495093873761
69.67566614134117,237.9629207814998
72.80102031766717,241.1267858083461
73.2006541901492,245.1993358284715
67.77281683288291,234.44236136037512
79.54376941646838,219.21605065923467
76.62699235041671,235.87294204728627
79.09248412346284,237.71312136677253
78.42241025641474,243.58126054482022
73.96849968216628,231.97140321049812
78.82811352534675,220.72047120343586
66.3273875307788,226.4997085145528
67.93974293628717,229.4340449667495
65.67840933365807,239.89893792926924
69.87995496144896,237.11879727274973
70.83015934534222,229.17557885822032
69.07023547660845,252.50106420534024
77.43106263727894,238.41366831620482
70.35129990040384,224.7773912942318
69.21401764531072,219.76595148695495
73.14044124737373,221.6557881498203
67.11386337462145,225.1004359502268
77.0329547113106,221.94521081060356
66.11825965519657,222.90297988989832
79.80330404900776,226.54852124167235
76.58367153944987,222.41482302590592
67.98073522301259,249.18032071117773
65.08283175685403,218.96864858948075
77.23192142682251,235.40692141409943
75.60286015771426,231.18468259861748
75.9351075206148,252.34800882561842
76.56905520028918,220.14543938021794
66.11066977601135,230.72065716469245
70.37698592816409,251.87040603118865
66.73803589287695,248.02376365807726
77.9465513881339,246.23166662512335
74.34947190241337,225.54240460066276
69.96347037278974,222.32284073343243
65.95337525429035,240.73979913720393
69.66473482573494,250.38691159772068
69.8777498304012,236.6002270415154
75.94409267507096,237.1496695103863
74.5633620703282,226.3592264654305
78.3081911386449,244.47123852810165
72.08322387742923,222.92061869662837
66.79391368907453,227.976131746957
75.69867180834493,231.74114822880742
76.41177572925346,234.78158401132484
73.41915796354245,224.96916009935796
76.56450769931841,220.24896251535054
72.40693394546587,238.5929415703404
72.8409924407299,226.67933046988946
71.41311527537825,237.50581419263665
65.38128690116143,221.7114204651455
66.61837140489956,233.80218376862825
65.47143778530102,235.70580900440868
74.54615616895671,217.9174708624298
69.7153397161449,228.45435829317506
72.62856036747054,220.97334304674206
78.6134971088914,218.3448739074924
68.73938343723313,252.62852859842798
71.15574384553445,227.92709226406475
76.33326707814572,245.9653544966215
68.43197248237433,225.42170422625927
66.1546986474319,241.2156007222854
69.34627179370652,244.1284308159184
67.41831930881007,238.03863340249023
78.9454647851386,233.44831897635586
77.12180569346626,231.23811382344894
74.50105634765634,228.90812586209083
78.07190885281577,250.39257833716954
77.05508115348671,246.732918088146
67.79855088329053,251.70599569466097
78.38838497734966,220.59899726896515
73.09013362873476,243.04209658253484
77.11160232746094,250.7185969023784
78.4413694988524,222.70562344812942
69.77005212457796,218.46036189257077
66.65077886791515,243.4214640237322
68.41902743812912,237.25550518765675
71.40661682939384,247.14766474005606
77.2702214888374,221.1715779351727
77.91095874884515,245.42489053881593
65.10428195796786,223.46021084176655
72.66120953866348,222.05526988603106
71.26116504723169,222.07783452344674
68.33161715706095,246.13926464856115
66.79798051000525,240.6122971657594
70.06422757105442,235.3534207164574
79.14364555868778,229.27672791256958
69.84804398031133,248.456420010085
72.7818593261505,230.5204689746375
75.54528438342767,246.21417926044836
70.4544440356894,232.24799161709808
79.57673124081441,229.9469438887216
79.43670942413166,233.11915206977545
68.77673443738047,227.15098134407324
72.45872758838578,243.66154706652128
69.51317464725155,234.60065443342174
69.27260741566201,224.59186972043224
65.55330421031799,249.28425921115902
74.14346500969845,230.20397519080882
72.54018534843293,236.11145586121756
65.77218126874985,249.53946810568823
69.17969696354918,239.09680584881772
78.6239882894998,220.32522750620947
68.59342836000458,250.7737885736986
67.17342308136834,239.22519796364247
72.34179140416344,228.39150774231217
79.78475681165901,221.15306668854532
68.63082907267251,245.37893200300095
75.08203321108817,238.942691969355
76.42429422993077,235.73806040312388
68.56456315988599,249.07402557288543
75.9232452291779,245.17809681530764
70.5167469907888,221.6119705501118
74.48458745890369,227.53371650843528
74.50294566141342,225.19409817313525
73.03662026112139,243.52601282518904
66.35434655081612,217.24070008522384
77.52953743383857,237.08591834023872
69.81170097457604,244.21097137240554
67.79777765599782,248.44032856018472
65.61162712332145,228.65702470248857
73.86339414782363,246.3865202728645
75.16346542763424,220.09337426734265
65.24881743391784,247.31873479417717
72.68139587448921,220.71708050628334
68.39743662796907,230.69962975073358
74.67759185614175,245.49992853384347
67.61549643507487,221.54694481190464
75.364066071537,224.48230162360773
70.80103019450806,242.72334503054344
79.05094983105101,242.64135185220476
67.0628141621899,239.722462416756
70.11599526575388,241.6760924452827
66.70210281860884,236.08080440386107
78.87040427417844,225.31656517955724
78.16009030071471,228.79075175964502
68.86912441572733,222.71911552165275
74.8997606905127,249.61267076934425
77.25833300301824,237.58549640634646
73.32801217399194,230.83150242025468
72.9447586753401,233.09421473483292
68.62778436350678,251.04948356563716
66.3965415170885,221.67400191529498
78.4582363692999,237.6905037846215
78.50627085744996,234.71788111872524
74.49652185909902,238.62380671108195
70.08544686573052,216.6700768013711
70.23814361918991,248.26858463093362
75.88933518305359,250.48837645189366
78.45665389928865,236.90992779280072
78.30629636397676,241.776080483445
76.69813318786436,250.13247710355995
74.63047469231432,242.16782946959574
66.26209947492573,221.64394458782766
67.4244307114192,237.32266932617208
78.4783128279062,238.44845671616568
74.09643589489384,231.69283483818828
65.13795577424945,243.24843671811476
66.52207314299048,250.57157954645356
74.95252653662084,250.24603497755072
65.07592375769327,232.6810567419529
67.41212077126248,220.18980769610795
73.2310068404988,252.4391243616064
75.3784279653904,247.03922919849956
74.77941889253901,220.61251920452088
68.36403964190839,250.07114965684278
75.68268832021303,248.18616539629875
68.558736312452,235.19700811366468
69.88099547238902,237.87719112256238
76.19737107677037,230.7631000431948
74.74449348570822,218.02618063641515
77.73835115741267,228.40229794089834
74.86419338450514,245.7055775981264
73.52462905003208,216.1713848511703
66.40512151742139,228.33946935257234
70.5157370458915,230.7322416628649
68.97803551522588,235.88363730870316
68.65984465068625,250.03465780727214
79.59515832128669,228.81480179154056
70.8964658700014,228.83726847016044
78.3806983276567,243.2875461800607
74.46707938995894,232.73206381292286
76.92216955312473,224.31037844877932
72.53955639657788,232.74026209690965
73.65355826939539,221.2117097540526
72.38776540728296,222.52631850073027
67.92864481697066,234.43960759136075
75.83678172892257,231.50024163166827
69.21158543661284,249.8492983395197
65.36473949647181,229.40857426731543
74.68208443860752,237.4817689602876
67.65666019110573,239.39377865302262
79.10687876529371,216.48449489376836
79.30892865503881,240.55088276461828
78.72296585330673,222.5873307741808
70.55238050383167,251.55960174636985
65.23184924793301,221.5005209268652
78.92477843881588,231.34109257789987
71.42276222475971,219.15793771890984
79.49982228565504,252.88434731830006
79.45429965633879,234.58121538225598
77.7951418320104,238.02924564084162
69.41673338104378,218.48182966337183
70.77646592902887,243.7485374047696
77.76705007275285,223.76650694453667
69.75383007734416,249.2280087093064
67.54239120029139,223.59016669783426
73.35201893687525,223.05544566455566
79.04232161241171,217.35233771037952
75.4404469501246,233.46647696906996
73.55091755134048,236.8991219307168
66.45764740656153,218.43121965884905
74.22510840048754,244.69452181771538
79.85080775156395,232.771686885677
67.10126022854786,235.40243996512046
72.77494478545606,232.30822163671445
78.16059607891933,230.82823325238707
76.11152926631307,236.70669225840408
75.45523611492902,221.74388909943636
75.53726125980664,222.73134082832502
70.39236726829633,247.88606797750015
69.4038776639674,251.0062720989444
77.1404173321777,229.81244470235086
77.15170092018771,226.0175529063115
78.00608477870156,239.82798309984358
78.69860828834707,231.12316433062958
72.67013598291406,216.93929515943276
72.52274442030799,221.77764610254906
76.97442768450162,242.4909724673537
74.74945896166648,240.38018585067562
75.52950315886555,217.00255172262888
76.93689004154152,224.21296999151912
78.3500801272635,224.54976747375864
70.06992735277304,240.86003151315296
70.63374428959916,216.72928989691147
66.40972909761304,219.85201753342923
73.6742021149426,245.596895158808
65.53913410695114,222.60615249601034
71.9839702719869,240.15160599051936
73.13966952061365,224.8127628987289
69.29811878192427,219.67933153209577
73.86249890853516,224.9973710669798
65.45750374908575,242.72387647865938
65.56022283123822,247.66076931993257
77.33900840989487,246.7181349889787
70.40285962116894,230.69579059588284
66.90590768977827,240.7191500531139
72.83364890082207,223.58441893038537
76.54990329647916,226.8464660196575
68.23731541245265,249.16442528528142
74.34335713728501,216.48107116989723
66.28021197490652,219.16381564161532
65.77522581752912,223.69179144040302
72.97031947352222,216.98169154333132
73.1095268241516,222.7131110983225
74.5614485224731,237.5725377558786
75.89137000583992,231.5927083719224
79.63778119193802,249.02885330984807
72.74450522451792,246.2454117843223
69.84434709411869,228.6472420128214
76.92779292153055,225.59866703695783
69.06248376893112,230.04861910218887
71.58457131058454,237.8409128730479
66.17684572013398,225.9183547104464
65.38026115123186,239.09350959041797
79.43972622016888,231.1482311310759
77.53970180768309,236.42574569152328
75.43961309140548,232.13668157800672
71.13429416621405,226.89523310305094
67.5994148010627,251.0927723575998
67.34655564006628,244.25341438391115
68.75364347246892,221.18418750335874
73.23839997059181,248.13331510822277
75.71893884050094,234.03495433523202
74.90296065076598,249.09843239508137
69.19900845418914,245.59464447005067
79.32297920994792,231.73289966536163
76.06845375043653,216.83136440784435
73.31531078767101,225.941062297243
74.17581119351529,236.04046594245207
71.29400093641685,239.43869413356745
68.71596484251737,225.5418443610285
70.33959017976892,221.1561747406945
76.36769165696553,246.89241876157408
65.21590232944634,252.42288068603142
66.74108960760374,235.45053674519937
